,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
451,"(6, 5)","(12, 2)","(96, 1)",,,,,,,,,,,,,,,,,,
452,"(1, 2)","(4, 3)","(8, 2)","(10, 4)","(12, 5)","(17, 2)","(28, 1)",,,,,,,,,,,,,,
453,"(4, 1)","(7, 2)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,
454,"(0, 1)","(4, 2)","(6, 1)","(10, 2)",,,,,,,,,,,,,,,,,
455,"(6, 1)","(7, 1)","(10, 4)","(12, 5)","(13, 2)","(14, 2)","(16, 1)",,,,,,,,,,,,,,
456,"(4, 2)","(6, 1)","(7, 1)","(10, 4)","(15, 3)","(17, 1)",,,,,,,,,,,,,,,
457,"(0, 1)","(4, 2)","(6, 1)","(7, 3)","(10, 1)","(12, 2)","(15, 1)",,,,,,,,,,,,,,
458,"(6, 3)","(40, 2)",,,,,,,,,,,,,,,,,,,
459,"(7, 6)","(10, 7)",,,,,,,,,,,,,,,,,,,
460,"(4, 1)","(6, 3)","(7, 3)","(12, 1)","(13, 3)","(14, 1)","(17, 1)","(28, 2)",,,,,,,,,,,,,
461,"(4, 1)","(6, 3)","(10, 4)","(12, 1)","(14, 1)","(30, 2)",,,,,,,,,,,,,,,
462,"(6, 1)","(7, 2)","(10, 4)","(12, 1)","(14, 1)","(15, 1)",,,,,,,,,,,,,,,
463,"(6, 11)","(7, 6)","(10, 11)","(12, 2)","(13, 2)","(28, 1)","(30, 1)","(31, 1)","(39, 1)","(58, 1)","(97, 1)",,,,,,,,,,
464,"(6, 2)","(7, 3)","(13, 1)","(17, 1)",,,,,,,,,,,,,,,,,
465,"(4, 2)","(6, 8)","(7, 25)","(10, 1)","(12, 1)","(13, 1)","(15, 1)","(21, 2)","(28, 1)","(30, 1)","(98, 1)",,,,,,,,,,
466,"(51, 1)",,,,,,,,,,,,,,,,,,,,
467,"(4, 3)","(6, 2)","(7, 3)","(10, 4)","(12, 14)","(17, 5)",,,,,,,,,,,,,,,
468,"(6, 4)","(7, 2)","(10, 2)","(15, 4)","(28, 1)","(39, 1)","(91, 1)",,,,,,,,,,,,,,
469,"(7, 1)",,,,,,,,,,,,,,,,,,,,
470,"(6, 2)","(7, 7)","(10, 1)","(12, 3)",,,,,,,,,,,,,,,,,
471,"(51, 1)",,,,,,,,,,,,,,,,,,,,
472,"(10, 1)","(40, 1)",,,,,,,,,,,,,,,,,,,
473,"(6, 10)","(7, 2)","(13, 1)","(21, 1)","(30, 2)",,,,,,,,,,,,,,,,
474,"(5, 2)","(6, 4)","(7, 1)","(10, 5)","(13, 1)","(15, 1)","(21, 4)","(30, 3)","(58, 1)",,,,,,,,,,,,
475,"(1, 2)","(14, 1)","(32, 1)",,,,,,,,,,,,,,,,,,
476,"(1, 1)","(6, 2)","(7, 2)","(10, 2)","(21, 1)","(30, 1)",,,,,,,,,,,,,,,
477,"(51, 1)",,,,,,,,,,,,,,,,,,,,
478,"(12, 2)",,,,,,,,,,,,,,,,,,,,
479,"(12, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
480,"(4, 1)","(6, 3)","(10, 2)",,,,,,,,,,,,,,,,,,
481,"(7, 7)","(10, 1)","(20, 3)",,,,,,,,,,,,,,,,,,
482,"(51, 1)",,,,,,,,,,,,,,,,,,,,
483,"(10, 1)","(11, 1)","(14, 1)","(20, 1)",,,,,,,,,,,,,,,,,
484,"(0, 7)","(1, 3)","(4, 4)","(6, 1)","(7, 1)","(8, 1)","(9, 1)","(10, 9)","(12, 13)","(14, 1)","(15, 1)","(17, 2)","(19, 1)","(28, 1)","(31, 2)","(34, 28)","(40, 1)","(50, 1)","(99, 1)",,
485,"(6, 2)","(12, 11)","(28, 1)",,,,,,,,,,,,,,,,,,
486,"(10, 2)",,,,,,,,,,,,,,,,,,,,
487,"(4, 1)","(10, 2)","(20, 5)",,,,,,,,,,,,,,,,,,
488,"(21, 1)","(28, 1)","(30, 1)",,,,,,,,,,,,,,,,,,
489,"(10, 1)",,,,,,,,,,,,,,,,,,,,
490,"(7, 1)","(10, 3)","(17, 2)",,,,,,,,,,,,,,,,,,
491,"(51, 1)",,,,,,,,,,,,,,,,,,,,
492,"(1, 4)","(5, 1)","(6, 3)","(10, 2)","(12, 1)","(14, 1)","(16, 2)","(19, 1)",,,,,,,,,,,,,
493,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
494,"(6, 1)","(13, 4)",,,,,,,,,,,,,,,,,,,
495,"(1, 1)","(6, 4)","(7, 1)","(10, 1)","(12, 1)","(17, 1)",,,,,,,,,,,,,,,
496,"(0, 1)","(6, 2)","(10, 1)","(12, 1)","(31, 1)",,,,,,,,,,,,,,,,
497,"(10, 2)","(12, 2)",,,,,,,,,,,,,,,,,,,
498,"(6, 1)","(7, 3)","(10, 1)","(17, 1)","(43, 1)",,,,,,,,,,,,,,,,
499,"(4, 1)","(6, 3)","(7, 8)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,
500,"(0, 11)","(1, 1)","(5, 2)","(6, 5)","(17, 3)","(20, 1)","(28, 7)",,,,,,,,,,,,,,
501,"(4, 1)","(6, 3)","(7, 8)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,
502,"(51, 1)",,,,,,,,,,,,,,,,,,,,
503,"(4, 1)","(6, 1)","(17, 1)","(20, 1)",,,,,,,,,,,,,,,,,
504,"(51, 1)",,,,,,,,,,,,,,,,,,,,
505,"(0, 2)","(6, 4)","(7, 1)","(10, 1)","(100, 1)",,,,,,,,,,,,,,,,
506,"(0, 2)","(1, 1)","(4, 1)","(6, 3)","(7, 2)","(10, 5)","(12, 3)","(22, 1)",,,,,,,,,,,,,
507,"(4, 2)",,,,,,,,,,,,,,,,,,,,
508,"(4, 3)","(10, 4)",,,,,,,,,,,,,,,,,,,
509,"(1, 2)","(6, 3)","(7, 6)","(9, 1)","(10, 1)","(12, 4)","(28, 6)","(40, 1)","(43, 5)",,,,,,,,,,,,
510,"(4, 1)","(6, 2)","(7, 1)","(10, 2)","(22, 1)",,,,,,,,,,,,,,,,
511,"(4, 3)","(6, 1)","(7, 2)","(10, 4)","(13, 2)","(15, 1)","(17, 5)","(28, 1)",,,,,,,,,,,,,
512,"(5, 1)","(6, 7)","(7, 1)","(10, 1)","(14, 1)","(15, 1)",,,,,,,,,,,,,,,
513,"(6, 1)",,,,,,,,,,,,,,,,,,,,
514,"(7, 4)","(10, 4)","(14, 1)","(17, 7)","(20, 1)","(55, 2)",,,,,,,,,,,,,,,
515,"(0, 4)","(1, 3)","(6, 2)","(10, 3)","(12, 1)","(14, 1)","(20, 1)","(43, 1)","(44, 1)",,,,,,,,,,,,
516,"(10, 1)","(12, 4)","(13, 1)",,,,,,,,,,,,,,,,,,
517,"(0, 1)","(7, 2)","(12, 1)","(15, 1)","(20, 2)",,,,,,,,,,,,,,,,
518,"(0, 1)","(10, 2)","(12, 2)","(15, 3)","(17, 1)",,,,,,,,,,,,,,,,
519,"(4, 1)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
520,"(20, 2)",,,,,,,,,,,,,,,,,,,,
521,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
522,"(1, 2)","(4, 1)","(6, 1)","(7, 1)","(12, 2)","(15, 2)","(20, 3)",,,,,,,,,,,,,,
523,"(13, 1)",,,,,,,,,,,,,,,,,,,,
524,"(4, 1)","(7, 2)","(10, 2)","(17, 1)","(20, 4)",,,,,,,,,,,,,,,,
525,"(4, 2)","(6, 3)","(17, 1)","(58, 5)",,,,,,,,,,,,,,,,,
526,"(3, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
527,"(0, 1)","(7, 1)","(10, 2)","(12, 4)","(14, 1)","(17, 1)","(25, 1)",,,,,,,,,,,,,,
528,"(51, 1)",,,,,,,,,,,,,,,,,,,,
529,"(6, 3)","(10, 2)","(21, 6)","(30, 5)","(58, 1)",,,,,,,,,,,,,,,,
530,"(4, 4)","(6, 1)","(7, 3)","(12, 3)","(17, 1)","(28, 1)","(52, 1)",,,,,,,,,,,,,,
531,"(6, 2)","(7, 1)","(10, 3)","(20, 4)","(28, 1)",,,,,,,,,,,,,,,,
532,"(4, 1)","(6, 3)","(7, 1)","(10, 1)","(12, 5)","(22, 1)","(58, 1)",,,,,,,,,,,,,,
533,"(4, 1)","(6, 10)","(28, 1)",,,,,,,,,,,,,,,,,,
534,"(4, 1)","(10, 3)","(31, 2)","(34, 4)",,,,,,,,,,,,,,,,,
535,"(6, 5)",,,,,,,,,,,,,,,,,,,,
536,"(0, 3)","(6, 9)","(7, 4)","(10, 2)","(12, 1)","(13, 2)","(14, 2)","(20, 4)","(53, 1)",,,,,,,,,,,,
537,"(4, 4)","(6, 3)","(7, 21)","(10, 4)","(13, 1)","(14, 1)","(15, 1)","(17, 1)","(58, 1)",,,,,,,,,,,,
538,"(1, 2)","(4, 1)","(6, 1)","(12, 1)",,,,,,,,,,,,,,,,,
539,"(4, 2)","(6, 3)","(7, 2)","(10, 1)","(15, 1)","(17, 1)","(94, 1)","(101, 2)",,,,,,,,,,,,,
540,"(10, 2)","(14, 1)","(19, 4)","(58, 1)",,,,,,,,,,,,,,,,,
541,"(12, 1)","(13, 3)","(17, 1)","(22, 1)","(58, 1)",,,,,,,,,,,,,,,,
542,"(0, 1)","(1, 2)","(3, 1)","(4, 1)","(6, 3)","(7, 2)","(9, 1)","(10, 1)","(14, 3)","(16, 1)","(43, 2)",,,,,,,,,,
543,"(0, 1)","(4, 1)","(7, 32)","(10, 2)","(15, 4)","(17, 2)","(23, 9)","(28, 9)",,,,,,,,,,,,,
544,"(1, 1)","(6, 1)","(7, 1)","(19, 1)","(20, 1)","(50, 1)",,,,,,,,,,,,,,,
545,"(1, 1)","(10, 7)","(12, 3)","(22, 3)","(31, 2)","(34, 4)","(78, 1)",,,,,,,,,,,,,,
546,"(1, 1)","(4, 1)","(10, 4)","(12, 6)","(15, 1)","(22, 6)","(24, 4)","(28, 2)","(31, 1)","(36, 1)",,,,,,,,,,,
547,"(12, 1)","(36, 1)",,,,,,,,,,,,,,,,,,,
548,"(6, 9)","(7, 2)","(10, 7)","(12, 1)","(34, 1)",,,,,,,,,,,,,,,,
549,"(4, 2)","(7, 7)","(12, 3)",,,,,,,,,,,,,,,,,,
550,"(7, 2)","(10, 1)","(15, 1)",,,,,,,,,,,,,,,,,,
551,"(7, 4)","(10, 2)",,,,,,,,,,,,,,,,,,,
552,"(0, 3)","(1, 15)","(10, 1)","(12, 4)","(13, 1)","(14, 1)","(19, 1)","(70, 2)",,,,,,,,,,,,,
553,"(1, 2)","(5, 1)","(6, 5)","(10, 1)","(17, 1)","(102, 1)",,,,,,,,,,,,,,,
554,"(7, 2)","(10, 3)","(12, 1)","(31, 1)",,,,,,,,,,,,,,,,,
555,"(6, 1)","(10, 4)","(12, 1)","(13, 1)","(14, 1)","(22, 1)",,,,,,,,,,,,,,,
556,"(6, 1)","(12, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
557,"(4, 1)","(6, 2)","(7, 6)","(10, 2)","(14, 1)",,,,,,,,,,,,,,,,
558,"(4, 8)","(6, 17)","(7, 11)","(10, 8)","(12, 1)","(14, 1)","(17, 5)","(20, 2)","(23, 1)","(28, 1)",,,,,,,,,,,
559,"(4, 4)","(6, 7)","(10, 3)","(12, 2)","(15, 2)","(17, 1)","(28, 3)",,,,,,,,,,,,,,
560,"(7, 1)",,,,,,,,,,,,,,,,,,,,
561,"(15, 2)",,,,,,,,,,,,,,,,,,,,
562,"(4, 2)","(10, 3)","(16, 1)",,,,,,,,,,,,,,,,,,
563,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
564,"(4, 1)","(6, 10)","(7, 1)","(10, 2)","(17, 1)",,,,,,,,,,,,,,,,
565,"(1, 1)","(5, 1)","(6, 8)","(7, 5)","(10, 1)","(12, 5)","(15, 1)","(20, 1)","(28, 2)","(40, 2)",,,,,,,,,,,
566,"(0, 1)","(1, 1)","(4, 2)","(6, 6)","(7, 17)","(10, 4)","(12, 3)","(15, 3)","(17, 1)","(20, 12)","(32, 1)",,,,,,,,,,
567,"(4, 1)","(7, 2)","(10, 2)","(17, 14)","(20, 3)","(28, 1)",,,,,,,,,,,,,,,
568,"(10, 1)",,,,,,,,,,,,,,,,,,,,
569,"(4, 2)","(7, 1)","(10, 3)","(17, 2)",,,,,,,,,,,,,,,,,
570,"(51, 1)",,,,,,,,,,,,,,,,,,,,
571,"(0, 6)","(4, 6)","(7, 2)","(10, 3)","(12, 3)","(17, 5)","(22, 2)","(24, 1)","(32, 3)","(37, 1)","(38, 1)","(80, 1)",,,,,,,,,
572,"(4, 1)","(17, 3)","(20, 1)",,,,,,,,,,,,,,,,,,
573,"(4, 1)","(6, 1)","(10, 1)","(22, 1)",,,,,,,,,,,,,,,,,
574,"(4, 4)","(6, 57)","(7, 1)","(10, 6)","(15, 2)","(17, 2)","(20, 7)","(30, 2)","(40, 2)",,,,,,,,,,,,
575,"(6, 2)","(10, 2)","(13, 2)","(21, 4)",,,,,,,,,,,,,,,,,
576,"(10, 3)","(12, 2)",,,,,,,,,,,,,,,,,,,
577,"(4, 1)","(7, 1)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,
578,"(51, 1)",,,,,,,,,,,,,,,,,,,,
579,"(0, 1)","(6, 1)","(7, 3)","(10, 1)","(12, 3)","(13, 1)","(22, 1)","(32, 1)",,,,,,,,,,,,,
580,"(0, 1)","(4, 1)","(7, 4)",,,,,,,,,,,,,,,,,,
581,"(4, 1)","(6, 9)","(10, 1)","(15, 1)","(17, 1)",,,,,,,,,,,,,,,,
582,"(4, 5)","(6, 21)","(7, 14)","(10, 12)","(12, 3)","(13, 1)","(14, 3)","(15, 1)","(17, 4)","(23, 1)","(28, 6)","(35, 1)","(40, 1)","(66, 1)","(103, 1)","(104, 1)",,,,,
583,"(7, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
584,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
585,"(6, 2)",,,,,,,,,,,,,,,,,,,,
586,"(6, 2)","(10, 3)","(28, 1)",,,,,,,,,,,,,,,,,,
587,"(1, 1)","(7, 1)","(20, 2)",,,,,,,,,,,,,,,,,,
588,"(5, 1)","(6, 9)","(10, 2)","(15, 1)","(58, 2)",,,,,,,,,,,,,,,,
589,"(4, 1)","(8, 1)","(10, 4)","(14, 2)","(28, 2)","(67, 1)",,,,,,,,,,,,,,,
590,"(0, 4)","(1, 2)","(6, 1)","(7, 1)","(12, 3)","(21, 1)","(32, 1)",,,,,,,,,,,,,,
591,"(12, 2)","(20, 1)","(28, 5)","(56, 1)",,,,,,,,,,,,,,,,,
592,"(6, 3)","(10, 2)","(13, 15)","(39, 2)",,,,,,,,,,,,,,,,,
593,"(7, 1)",,,,,,,,,,,,,,,,,,,,
594,"(6, 1)","(10, 3)",,,,,,,,,,,,,,,,,,,
595,"(4, 1)","(6, 2)","(10, 3)","(12, 5)","(14, 1)","(17, 1)","(19, 7)","(22, 1)",,,,,,,,,,,,,
596,"(0, 1)","(9, 2)","(10, 6)","(14, 1)",,,,,,,,,,,,,,,,,
597,"(4, 1)","(6, 3)","(10, 3)",,,,,,,,,,,,,,,,,,
598,"(4, 1)","(7, 6)","(10, 6)","(17, 2)","(20, 1)",,,,,,,,,,,,,,,,
599,"(51, 1)",,,,,,,,,,,,,,,,,,,,
600,"(0, 1)","(10, 2)","(21, 1)","(28, 9)",,,,,,,,,,,,,,,,,
601,"(0, 1)","(6, 2)","(7, 5)","(10, 1)","(14, 3)","(20, 1)","(28, 2)",,,,,,,,,,,,,,
602,"(6, 1)",,,,,,,,,,,,,,,,,,,,
603,"(1, 2)","(7, 1)","(10, 2)","(12, 6)","(22, 2)","(52, 1)",,,,,,,,,,,,,,,
604,"(0, 1)","(1, 1)","(32, 2)",,,,,,,,,,,,,,,,,,
605,"(4, 3)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
606,"(6, 5)","(10, 1)",,,,,,,,,,,,,,,,,,,
607,"(10, 1)",,,,,,,,,,,,,,,,,,,,
608,"(15, 1)",,,,,,,,,,,,,,,,,,,,
609,"(4, 1)","(6, 14)","(7, 7)","(12, 6)","(17, 1)","(23, 1)",,,,,,,,,,,,,,,
610,"(10, 3)","(12, 1)",,,,,,,,,,,,,,,,,,,
611,"(51, 1)",,,,,,,,,,,,,,,,,,,,
612,"(7, 6)","(17, 1)","(20, 2)",,,,,,,,,,,,,,,,,,
613,"(51, 1)",,,,,,,,,,,,,,,,,,,,
614,"(13, 1)",,,,,,,,,,,,,,,,,,,,
615,"(7, 1)","(10, 2)","(13, 1)","(20, 1)",,,,,,,,,,,,,,,,,
616,"(6, 3)","(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
617,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
618,"(6, 3)","(10, 1)",,,,,,,,,,,,,,,,,,,
619,"(3, 2)","(6, 1)","(7, 4)","(10, 2)","(12, 1)","(15, 1)","(28, 1)",,,,,,,,,,,,,,
620,"(6, 2)","(10, 2)",,,,,,,,,,,,,,,,,,,
621,"(51, 1)",,,,,,,,,,,,,,,,,,,,
622,"(4, 1)","(6, 2)","(7, 2)","(10, 2)","(12, 5)","(17, 2)","(20, 1)",,,,,,,,,,,,,,
623,"(10, 1)",,,,,,,,,,,,,,,,,,,,
624,"(12, 1)",,,,,,,,,,,,,,,,,,,,
625,"(0, 2)","(1, 2)","(9, 2)","(10, 2)","(52, 1)",,,,,,,,,,,,,,,,
626,"(1, 7)","(12, 2)","(34, 4)",,,,,,,,,,,,,,,,,,
627,"(1, 2)","(6, 1)","(10, 2)","(22, 1)","(34, 1)",,,,,,,,,,,,,,,,
628,"(4, 1)","(5, 1)","(6, 3)","(7, 2)","(10, 1)","(13, 5)","(58, 1)","(102, 1)",,,,,,,,,,,,,
629,"(12, 1)",,,,,,,,,,,,,,,,,,,,
630,"(1, 2)","(6, 7)","(7, 3)","(10, 2)",,,,,,,,,,,,,,,,,
631,"(0, 2)","(10, 2)","(32, 1)",,,,,,,,,,,,,,,,,,
632,"(10, 3)","(17, 1)",,,,,,,,,,,,,,,,,,,
633,"(10, 2)","(13, 1)","(20, 3)",,,,,,,,,,,,,,,,,,
634,"(10, 1)",,,,,,,,,,,,,,,,,,,,
635,"(7, 1)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
636,"(1, 1)","(4, 1)","(7, 1)","(10, 1)","(71, 1)","(84, 2)","(105, 1)","(106, 1)",,,,,,,,,,,,,
637,"(10, 1)","(21, 1)",,,,,,,,,,,,,,,,,,,
638,"(0, 1)","(7, 5)","(8, 1)","(12, 2)","(46, 1)",,,,,,,,,,,,,,,,
639,"(7, 1)","(10, 4)",,,,,,,,,,,,,,,,,,,
640,"(51, 1)",,,,,,,,,,,,,,,,,,,,
641,"(4, 4)","(6, 4)","(7, 1)","(10, 3)","(12, 1)","(17, 4)","(20, 7)","(73, 1)",,,,,,,,,,,,,
642,"(0, 1)","(6, 2)","(12, 2)","(22, 1)",,,,,,,,,,,,,,,,,
643,"(6, 3)",,,,,,,,,,,,,,,,,,,,
644,"(0, 1)","(6, 1)","(9, 1)","(12, 13)","(14, 2)",,,,,,,,,,,,,,,,
645,"(4, 2)","(6, 4)","(7, 4)","(10, 1)","(20, 17)",,,,,,,,,,,,,,,,
646,"(4, 1)","(5, 1)","(6, 1)","(15, 2)",,,,,,,,,,,,,,,,,
647,"(6, 1)","(7, 2)","(10, 5)","(13, 2)","(58, 1)",,,,,,,,,,,,,,,,
648,"(0, 2)","(1, 1)","(6, 1)","(7, 1)","(10, 2)","(17, 1)","(40, 1)",,,,,,,,,,,,,,
649,"(4, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
650,"(4, 1)","(7, 4)","(21, 1)","(28, 1)","(58, 1)",,,,,,,,,,,,,,,,
651,"(7, 1)","(10, 1)","(28, 1)",,,,,,,,,,,,,,,,,,
652,"(6, 4)",,,,,,,,,,,,,,,,,,,,
653,"(4, 1)","(6, 4)","(7, 9)",,,,,,,,,,,,,,,,,,
654,"(6, 2)","(10, 1)",,,,,,,,,,,,,,,,,,,
655,"(4, 2)","(10, 1)","(20, 4)",,,,,,,,,,,,,,,,,,
656,"(10, 2)","(12, 2)",,,,,,,,,,,,,,,,,,,
657,"(7, 3)","(12, 4)",,,,,,,,,,,,,,,,,,,
658,"(7, 3)","(10, 1)","(13, 5)","(20, 1)","(21, 1)",,,,,,,,,,,,,,,,
659,"(1, 1)","(6, 10)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,
660,"(6, 2)","(7, 1)","(15, 2)",,,,,,,,,,,,,,,,,,
661,"(4, 1)","(10, 1)","(12, 1)","(28, 1)",,,,,,,,,,,,,,,,,
662,"(6, 3)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
663,"(6, 2)","(10, 3)","(58, 4)",,,,,,,,,,,,,,,,,,
664,"(1, 1)","(6, 3)","(7, 8)","(10, 1)","(20, 1)","(27, 1)",,,,,,,,,,,,,,,
665,"(4, 1)","(7, 3)","(12, 2)","(15, 1)","(17, 2)",,,,,,,,,,,,,,,,
666,"(4, 3)","(7, 7)","(10, 2)","(15, 5)","(17, 1)",,,,,,,,,,,,,,,,
667,"(7, 2)",,,,,,,,,,,,,,,,,,,,
668,"(51, 1)",,,,,,,,,,,,,,,,,,,,
669,"(10, 3)","(34, 1)","(78, 1)",,,,,,,,,,,,,,,,,,
670,"(6, 5)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
671,"(6, 10)","(7, 14)","(10, 2)","(15, 1)","(17, 1)","(107, 1)",,,,,,,,,,,,,,,
672,"(7, 1)","(10, 1)","(15, 1)",,,,,,,,,,,,,,,,,,
673,"(0, 6)","(6, 1)","(9, 1)","(13, 1)","(14, 1)",,,,,,,,,,,,,,,,
674,"(9, 1)","(17, 1)","(52, 1)",,,,,,,,,,,,,,,,,,
675,"(34, 1)",,,,,,,,,,,,,,,,,,,,
676,"(0, 1)","(6, 2)","(7, 1)","(10, 1)","(13, 2)","(33, 1)","(37, 1)","(58, 1)",,,,,,,,,,,,,
677,"(10, 2)",,,,,,,,,,,,,,,,,,,,
678,"(7, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
679,"(17, 1)",,,,,,,,,,,,,,,,,,,,
680,"(51, 1)",,,,,,,,,,,,,,,,,,,,
681,"(10, 1)",,,,,,,,,,,,,,,,,,,,
682,"(7, 1)","(10, 1)","(17, 2)","(20, 1)",,,,,,,,,,,,,,,,,
683,"(6, 7)","(10, 6)","(22, 1)",,,,,,,,,,,,,,,,,,
684,"(0, 7)","(6, 1)","(7, 1)","(10, 2)","(20, 1)",,,,,,,,,,,,,,,,
685,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
686,"(6, 2)",,,,,,,,,,,,,,,,,,,,
687,"(6, 2)","(10, 4)",,,,,,,,,,,,,,,,,,,
688,"(7, 2)","(10, 2)","(20, 1)","(28, 4)",,,,,,,,,,,,,,,,,
689,"(20, 1)",,,,,,,,,,,,,,,,,,,,
690,"(4, 1)",,,,,,,,,,,,,,,,,,,,
691,"(0, 2)","(1, 1)","(19, 1)","(88, 1)",,,,,,,,,,,,,,,,,
692,"(6, 5)","(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
693,"(7, 1)","(14, 1)",,,,,,,,,,,,,,,,,,,
694,"(51, 1)",,,,,,,,,,,,,,,,,,,,
695,"(0, 4)","(6, 3)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,
696,"(6, 2)","(10, 3)","(17, 3)",,,,,,,,,,,,,,,,,,
697,"(0, 1)","(1, 2)","(4, 1)","(6, 2)",,,,,,,,,,,,,,,,,
698,"(1, 1)","(6, 2)","(7, 2)","(10, 1)","(12, 1)",,,,,,,,,,,,,,,,
699,"(4, 1)","(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
700,"(0, 1)","(1, 2)","(4, 1)","(6, 2)",,,,,,,,,,,,,,,,,
701,"(17, 1)",,,,,,,,,,,,,,,,,,,,
702,"(6, 1)","(7, 1)","(10, 1)","(12, 3)","(27, 1)",,,,,,,,,,,,,,,,
703,"(1, 2)","(6, 6)","(10, 2)","(15, 1)","(28, 2)","(40, 1)",,,,,,,,,,,,,,,
704,"(51, 1)",,,,,,,,,,,,,,,,,,,,
705,"(10, 1)",,,,,,,,,,,,,,,,,,,,
706,"(10, 3)",,,,,,,,,,,,,,,,,,,,
707,"(10, 1)",,,,,,,,,,,,,,,,,,,,
708,"(6, 1)","(7, 1)","(10, 1)","(15, 2)",,,,,,,,,,,,,,,,,
709,"(13, 3)",,,,,,,,,,,,,,,,,,,,
710,"(6, 1)","(28, 1)",,,,,,,,,,,,,,,,,,,
711,"(30, 1)",,,,,,,,,,,,,,,,,,,,
712,"(4, 1)",,,,,,,,,,,,,,,,,,,,
713,"(4, 2)","(6, 9)","(7, 8)","(15, 3)","(17, 1)","(28, 20)","(67, 1)","(105, 1)",,,,,,,,,,,,,
714,"(51, 1)",,,,,,,,,,,,,,,,,,,,
715,"(51, 1)",,,,,,,,,,,,,,,,,,,,
716,"(6, 5)","(40, 1)",,,,,,,,,,,,,,,,,,,
717,"(51, 1)",,,,,,,,,,,,,,,,,,,,
718,"(14, 1)","(27, 1)","(58, 2)",,,,,,,,,,,,,,,,,,
719,"(4, 8)","(7, 3)","(10, 4)","(12, 2)","(13, 5)","(17, 1)","(73, 2)",,,,,,,,,,,,,,
720,"(20, 1)",,,,,,,,,,,,,,,,,,,,
721,"(0, 2)","(6, 2)","(7, 4)",,,,,,,,,,,,,,,,,,
722,"(51, 1)",,,,,,,,,,,,,,,,,,,,
723,"(4, 1)","(6, 2)","(10, 5)","(14, 1)","(31, 1)","(108, 1)","(109, 1)",,,,,,,,,,,,,,
724,"(10, 1)",,,,,,,,,,,,,,,,,,,,
725,"(4, 1)","(6, 3)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,
726,"(7, 1)","(15, 2)",,,,,,,,,,,,,,,,,,,
727,"(4, 1)","(10, 1)","(19, 3)",,,,,,,,,,,,,,,,,,
728,"(51, 1)",,,,,,,,,,,,,,,,,,,,
729,"(10, 1)",,,,,,,,,,,,,,,,,,,,
730,"(10, 2)",,,,,,,,,,,,,,,,,,,,
731,"(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
732,"(51, 1)",,,,,,,,,,,,,,,,,,,,
733,"(10, 5)","(34, 1)",,,,,,,,,,,,,,,,,,,
734,"(7, 3)","(10, 3)",,,,,,,,,,,,,,,,,,,
735,"(7, 3)","(17, 4)",,,,,,,,,,,,,,,,,,,
736,"(6, 1)","(28, 2)",,,,,,,,,,,,,,,,,,,
737,"(10, 2)","(12, 5)","(53, 2)",,,,,,,,,,,,,,,,,,
738,"(4, 1)","(6, 3)","(10, 2)",,,,,,,,,,,,,,,,,,
739,"(1, 2)","(3, 1)","(4, 13)","(6, 1)","(7, 60)","(10, 16)","(12, 4)","(13, 1)","(14, 1)","(17, 23)","(19, 2)","(20, 15)","(28, 2)","(36, 1)","(73, 1)","(87, 1)",,,,,
740,"(10, 1)","(12, 2)","(25, 1)",,,,,,,,,,,,,,,,,,
741,"(0, 2)","(10, 1)","(24, 1)",,,,,,,,,,,,,,,,,,
742,"(10, 1)","(14, 1)",,,,,,,,,,,,,,,,,,,
743,"(0, 1)","(1, 1)","(4, 1)","(6, 1)","(10, 2)","(12, 1)",,,,,,,,,,,,,,,
744,"(51, 1)",,,,,,,,,,,,,,,,,,,,
745,"(0, 1)","(4, 4)","(7, 1)","(10, 2)","(20, 1)",,,,,,,,,,,,,,,,
